,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
8719,4346,2017-06-12,2017-06-16,Second Class,585,Home Office,Houston,Texas,Central,1641,Office Supplies,Paper,15.552000000000003,3.0,0.2,5.6376
8721,4346,2017-06-12,2017-06-16,Second Class,585,Home Office,Houston,Texas,Central,1190,Office Supplies,Storage,67.53600000000002,9.0,0.2,6.753599999999999
8723,4347,2017-12-29,2017-12-31,Second Class,762,Home Office,Miami,Florida,South,481,Office Supplies,Paper,37.408,7.0,0.2,13.0928
8724,4347,2017-12-29,2017-12-31,Second Class,762,Home Office,Miami,Florida,South,1714,Office Supplies,Paper,25.344,6.0,0.2,8.870400000000002
8725,4348,2018-03-18,2018-03-23,Standard Class,349,Consumer,Seattle,Washington,West,684,Office Supplies,Art,46.2,4.0,0.0,21.252
8726,4349,2016-12-27,2016-12-31,Standard Class,133,Corporate,Murfreesboro,Tennessee,South,1837,Technology,Accessories,4.728,3.0,0.2,0.7091999999999996
8727,4349,2016-12-27,2016-12-31,Standard Class,133,Corporate,Murfreesboro,Tennessee,South,1834,Furniture,Furnishings,53.352000000000004,3.0,0.2,16.005600000000005
8728,4349,2016-12-27,2016-12-31,Standard Class,133,Corporate,Murfreesboro,Tennessee,South,1632,Furniture,Bookcases,131.104,2.0,0.2,8.193999999999996
8729,4349,2016-12-27,2016-12-31,Standard Class,133,Corporate,Murfreesboro,Tennessee,South,1190,Office Supplies,Storage,22.512000000000004,3.0,0.2,2.2512
8730,4349,2016-12-27,2016-12-31,Standard Class,133,Corporate,Murfreesboro,Tennessee,South,1421,Technology,Accessories,72.74400000000001,7.0,0.2,-12.73020000000001
8731,4350,2016-07-31,2016-08-06,Standard Class,281,Corporate,Saint Louis,Missouri,Central,354,Office Supplies,Supplies,52.59,3.0,0.0,15.776999999999996
8732,4351,2018-06-27,2018-06-29,Second Class,463,Corporate,Seattle,Washington,West,1465,Office Supplies,Paper,19.44,3.0,0.0,9.3312
8733,4351,2018-06-27,2018-06-29,Second Class,463,Corporate,Seattle,Washington,West,451,Furniture,Furnishings,126.30000000000001,3.0,0.0,40.416
8735,4352,2015-02-07,2015-02-10,Second Class,294,Corporate,New York City,New York,East,720,Office Supplies,Storage,64.96,4.0,0.0,9.744
8737,4354,2018-04-06,2018-04-10,Standard Class,728,Corporate,Chattanooga,Tennessee,South,806,Office Supplies,Binders,8.100000000000001,5.0,0.7,-5.939999999999998
8738,4355,2018-12-08,2018-12-11,First Class,77,Consumer,Philadelphia,Pennsylvania,East,154,Office Supplies,Art,13.248,4.0,0.2,3.6431999999999998
8739,4355,2018-12-08,2018-12-11,First Class,77,Consumer,Philadelphia,Pennsylvania,East,431,Technology,Phones,83.98799999999999,2.0,0.4,-20.996999999999993
8740,4356,2017-07-24,2017-07-25,First Class,506,Consumer,Lafayette,Louisiana,South,1064,Office Supplies,Art,73.2,5.0,0.0,21.227999999999998
8741,4357,2016-11-09,2016-11-09,Same Day,326,Home Office,Lawrence,Indiana,Central,175,Office Supplies,Binders,10.74,3.0,0.0,5.1552
8742,4358,2016-10-02,2016-10-04,First Class,237,Consumer,Hillsboro,Oregon,West,93,Furniture,Furnishings,11.032,1.0,0.2,3.0338000000000003
8743,4358,2016-10-02,2016-10-04,First Class,237,Consumer,Hillsboro,Oregon,West,176,Technology,Accessories,53.040000000000006,3.0,0.2,-4.640999999999998
8744,4359,2016-11-22,2016-11-25,Second Class,787,Home Office,Cambridge,Massachusetts,East,18,Office Supplies,Art,17.12,4.0,0.0,4.9647999999999985
8745,4359,2016-11-22,2016-11-25,Second Class,787,Home Office,Cambridge,Massachusetts,East,1785,Office Supplies,Paper,59.94,3.0,0.0,28.171799999999998
8746,4360,2018-02-02,2018-02-07,Standard Class,635,Corporate,San Diego,California,West,793,Furniture,Furnishings,210.58,2.0,0.0,12.634799999999984
8747,4360,2018-02-02,2018-02-07,Standard Class,635,Corporate,San Diego,California,West,612,Office Supplies,Binders,30.960000000000004,2.0,0.2,10.061999999999998
8748,4360,2018-02-02,2018-02-07,Standard Class,635,Corporate,San Diego,California,West,1748,Technology,Machines,239.98400000000004,2.0,0.2,38.99739999999997
8750,4361,2016-06-16,2016-06-19,First Class,62,Consumer,New York City,New York,East,1086,Technology,Phones,133.98,2.0,0.0,33.495000000000005
8751,4362,2017-05-05,2017-05-09,Standard Class,46,Home Office,Tallahassee,Florida,South,1842,Office Supplies,Paper,93.248,4.0,0.2,31.4712
8752,4362,2017-05-05,2017-05-09,Standard Class,46,Home Office,Tallahassee,Florida,South,1192,Technology,Phones,177.48000000000002,3.0,0.2,19.966499999999982
8753,4363,2018-09-09,2018-09-10,First Class,557,Consumer,Toledo,Ohio,East,1139,Office Supplies,Labels,17.712,6.0,0.2,5.977799999999999
8754,4363,2018-09-09,2018-09-10,First Class,557,Consumer,Toledo,Ohio,East,806,Office Supplies,Binders,4.860000000000001,3.0,0.7,-3.564
8755,4363,2018-09-09,2018-09-10,First Class,557,Consumer,Toledo,Ohio,East,1124,Office Supplies,Binders,6.258000000000001,2.0,0.7,-5.215
8756,4364,2017-07-22,2017-07-26,Standard Class,716,Corporate,Columbia,Maryland,East,551,Office Supplies,Appliances,37.68,2.0,0.0,10.5504
8757,4364,2017-07-22,2017-07-26,Standard Class,716,Corporate,Columbia,Maryland,East,260,Office Supplies,Paper,51.84,8.0,0.0,24.883200000000002
8758,4364,2017-07-22,2017-07-26,Standard Class,716,Corporate,Columbia,Maryland,East,645,Furniture,Furnishings,27.42,3.0,0.0,9.322799999999999
8759,4364,2017-07-22,2017-07-26,Standard Class,716,Corporate,Columbia,Maryland,East,751,Office Supplies,Binders,5.4,3.0,0.0,2.592
8761,4365,2017-01-31,2017-02-06,Standard Class,408,Home Office,Atlanta,Georgia,South,1358,Office Supplies,Envelopes,125.36,8.0,0.0,58.91919999999999
8762,4366,2017-12-29,2018-01-02,Standard Class,383,Consumer,Sacramento,California,West,768,Office Supplies,Storage,14.03,1.0,0.0,4.068699999999998
8763,4366,2017-12-29,2018-01-02,Standard Class,383,Consumer,Sacramento,California,West,1352,Office Supplies,Supplies,27.96,2.0,0.0,7.2696000000000005
8764,4367,2016-11-21,2016-11-27,Standard Class,179,Corporate,Fort Worth,Texas,Central,1216,Office Supplies,Art,5.344,2.0,0.2,0.7347999999999992
8768,4368,2016-10-05,2016-10-09,Standard Class,582,Consumer,Columbus,Ohio,East,293,Technology,Accessories,288.0,4.0,0.2,57.599999999999994
8769,4369,2017-09-12,2017-09-13,Same Day,178,Home Office,Louisville,Colorado,West,1750,Technology,Phones,146.952,3.0,0.2,9.184499999999993
8770,4369,2017-09-12,2017-09-13,Same Day,178,Home Office,Louisville,Colorado,West,792,Furniture,Chairs,83.13600000000001,4.0,0.2,5.1960000000000015
8772,4370,2018-09-14,2018-09-17,First Class,587,Corporate,Raleigh,North Carolina,South,1030,Office Supplies,Paper,74.352,3.0,0.2,23.234999999999992
8773,4371,2016-02-23,2016-02-28,Standard Class,784,Home Office,New York City,New York,East,566,Office Supplies,Appliances,26.880000000000003,6.0,0.0,6.720000000000001
8774,4371,2016-02-23,2016-02-28,Standard Class,784,Home Office,New York City,New York,East,1282,Office Supplies,Binders,10.896,2.0,0.2,3.813599999999999
8775,4372,2017-12-05,2017-12-09,Second Class,486,Home Office,Chicago,Illinois,Central,147,Office Supplies,Art,3.536,2.0,0.2,0.3094
8777,4373,2017-07-02,2017-07-03,First Class,105,Corporate,Huntsville,Texas,Central,1440,Office Supplies,Paper,41.47200000000001,8.0,0.2,14.5152
8778,4374,2018-12-13,2018-12-18,Standard Class,162,Corporate,New York City,New York,East,574,Furniture,Bookcases,287.976,3.0,0.2,7.199399999999969
8779,4375,2016-03-20,2016-03-22,Second Class,298,Consumer,Salem,Oregon,West,762,Office Supplies,Storage,29.304000000000002,3.0,0.2,2.5641000000000034
8780,4376,2016-03-01,2016-03-04,First Class,782,Corporate,Houston,Texas,Central,1261,Office Supplies,Art,55.328,2.0,0.2,6.224399999999996
8782,4377,2017-09-15,2017-09-20,Standard Class,251,Corporate,Twin Falls,Idaho,West,1206,Office Supplies,Binders,20.416,4.0,0.2,6.635199999999998
8784,4378,2018-03-17,2018-03-23,Standard Class,357,Home Office,Knoxville,Tennessee,South,1186,Office Supplies,Labels,4.608,2.0,0.2,1.6704
8785,4379,2018-05-28,2018-06-02,Standard Class,698,Corporate,Phoenix,Arizona,West,1692,Technology,Phones,195.96000000000004,5.0,0.2,19.596000000000018
8786,4379,2018-05-28,2018-06-02,Standard Class,698,Corporate,Phoenix,Arizona,West,1483,Office Supplies,Paper,15.552000000000003,3.0,0.2,5.4432
8787,4379,2018-05-28,2018-06-02,Standard Class,698,Corporate,Phoenix,Arizona,West,106,Technology,Accessories,271.968,4.0,0.2,54.39359999999998
8789,4380,2018-06-15,2018-06-19,Standard Class,555,Consumer,Monroe,North Carolina,South,1195,Furniture,Bookcases,77.72800000000001,2.0,0.2,-3.8863999999999947
8790,4381,2016-09-06,2016-09-12,Standard Class,132,Corporate,Richmond,Virginia,South,1472,Office Supplies,Binders,46.62,9.0,0.0,21.445199999999996
8792,4383,2015-12-19,2015-12-21,First Class,162,Corporate,Los Angeles,California,West,573,Office Supplies,Labels,14.62,2.0,0.0,6.8713999999999995
8793,4383,2015-12-19,2015-12-21,First Class,162,Corporate,Los Angeles,California,West,485,Office Supplies,Fasteners,22.549999999999997,5.0,0.0,8.794500000000001
8795,4383,2015-12-19,2015-12-21,First Class,162,Corporate,Los Angeles,California,West,665,Technology,Phones,211.168,4.0,0.2,15.837600000000009
8796,4384,2017-07-07,2017-07-13,Standard Class,77,Consumer,Orem,Utah,West,490,Office Supplies,Paper,12.96,2.0,0.0,6.2208000000000006
8797,4384,2017-07-07,2017-07-13,Standard Class,77,Consumer,Orem,Utah,West,1243,Office Supplies,Art,45.98,2.0,0.0,12.874400000000001
8800,4387,2018-11-23,2018-11-27,Standard Class,294,Corporate,Chicago,Illinois,Central,1283,Office Supplies,Paper,10.688,2.0,0.2,3.7407999999999997
8801,4388,2017-11-10,2017-11-12,First Class,755,Consumer,Oklahoma City,Oklahoma,Central,1720,Technology,Phones,221.98,2.0,0.0,62.15440000000001
8802,4388,2017-11-10,2017-11-12,First Class,755,Consumer,Oklahoma City,Oklahoma,Central,1106,Furniture,Bookcases,341.96,2.0,0.0,54.713599999999985
8803,4389,2015-12-31,2016-01-01,First Class,692,Corporate,New York City,New York,East,567,Technology,Accessories,34.769999999999996,3.0,0.0,11.474099999999996
8804,4389,2015-12-31,2016-01-01,First Class,692,Corporate,New York City,New York,East,165,Office Supplies,Labels,18.9,3.0,0.0,8.693999999999999
8805,4390,2018-08-19,2018-08-23,Standard Class,157,Consumer,Salt Lake City,Utah,West,1160,Office Supplies,Binders,102.72,3.0,0.2,37.236
8806,4391,2017-09-12,2017-09-16,Standard Class,565,Corporate,Utica,New York,East,1702,Furniture,Furnishings,40.48,2.0,0.0,14.572799999999997
8807,4392,2018-10-26,2018-10-31,Standard Class,440,Consumer,Philadelphia,Pennsylvania,East,805,Office Supplies,Binders,33.282000000000004,3.0,0.7,-27.734999999999992
8808,4392,2018-10-26,2018-10-31,Standard Class,440,Consumer,Philadelphia,Pennsylvania,East,1255,Technology,Phones,118.64999999999998,5.0,0.4,19.775000000000006
8809,4392,2018-10-26,2018-10-31,Standard Class,440,Consumer,Philadelphia,Pennsylvania,East,932,Office Supplies,Labels,14.76,5.0,0.2,4.9815000000000005
8810,4393,2018-05-30,2018-06-04,Standard Class,416,Corporate,Los Angeles,California,West,945,Office Supplies,Paper,37.52,4.0,0.0,18.009600000000002
8811,4394,2017-03-08,2017-03-13,Standard Class,70,Corporate,Jackson,Michigan,Central,1143,Office Supplies,Appliances,207.144,3.0,0.1,48.333599999999976
8812,4394,2017-03-08,2017-03-13,Standard Class,70,Corporate,Jackson,Michigan,Central,1622,Office Supplies,Art,13.899999999999999,5.0,0.0,3.7529999999999997
8813,4395,2016-07-26,2016-07-31,Standard Class,316,Corporate,Glendale,Arizona,West,637,Furniture,Chairs,266.35200000000003,3.0,0.2,13.317599999999985
8814,4396,2016-11-23,2016-11-25,Second Class,617,Consumer,Wilmington,Delaware,East,348,Technology,Phones,307.98,2.0,0.0,89.31419999999997
8815,4396,2016-11-23,2016-11-25,Second Class,617,Consumer,Wilmington,Delaware,East,1843,Office Supplies,Paper,44.099999999999994,6.0,0.0,20.726999999999997
8816,4396,2016-11-23,2016-11-25,Second Class,617,Consumer,Wilmington,Delaware,East,169,Office Supplies,Art,13.12,4.0,0.0,5.6416
8817,4396,2016-11-23,2016-11-25,Second Class,617,Consumer,Wilmington,Delaware,East,1451,Office Supplies,Envelopes,16.56,2.0,0.0,7.783199999999999
8818,4396,2016-11-23,2016-11-25,Second Class,617,Consumer,Wilmington,Delaware,East,490,Office Supplies,Paper,38.88,6.0,0.0,18.6624
8821,4398,2018-11-03,2018-11-07,Standard Class,54,Consumer,Orlando,Florida,South,1282,Office Supplies,Binders,4.086,2.0,0.7,-2.9963999999999995
8822,4398,2018-11-03,2018-11-07,Standard Class,54,Consumer,Orlando,Florida,South,1753,Office Supplies,Art,55.98400000000001,2.0,0.2,4.1987999999999985
8823,4398,2018-11-03,2018-11-07,Standard Class,54,Consumer,Orlando,Florida,South,711,Office Supplies,Paper,10.688,2.0,0.2,3.7407999999999997
8824,4399,2018-03-21,2018-03-23,Second Class,26,Consumer,Reading,Pennsylvania,East,436,Office Supplies,Envelopes,8.856,3.0,0.2,2.878199999999999
8825,4400,2016-12-19,2016-12-22,First Class,151,Consumer,Philadelphia,Pennsylvania,East,1186,Office Supplies,Labels,6.911999999999999,3.0,0.2,2.5056000000000003
8826,4401,2015-04-02,2015-04-06,Second Class,710,Consumer,Houston,Texas,Central,481,Office Supplies,Paper,26.720000000000002,5.0,0.2,9.352
8827,4401,2015-04-02,2015-04-06,Second Class,710,Consumer,Houston,Texas,Central,1774,Office Supplies,Paper,33.48800000000001,7.0,0.2,10.464999999999998
8828,4402,2016-06-05,2016-06-09,Standard Class,179,Corporate,Saint Charles,Missouri,Central,1157,Office Supplies,Paper,10.56,2.0,0.0,4.752
8829,4403,2015-10-06,2015-10-09,First Class,778,Corporate,Indianapolis,Indiana,Central,1662,Office Supplies,Storage,386.34,2.0,0.0,54.08760000000001
8831,4405,2016-11-15,2016-11-19,Standard Class,723,Home Office,Harrisonburg,Virginia,South,561,Furniture,Furnishings,39.96,2.0,0.0,14.3856
8833,4407,2018-09-24,2018-09-28,Standard Class,580,Home Office,Sandy Springs,Georgia,South,1018,Office Supplies,Storage,15.51,1.0,0.0,3.8774999999999995
8834,4407,2018-09-24,2018-09-28,Standard Class,580,Home Office,Sandy Springs,Georgia,South,1517,Technology,Phones,89.9,2.0,0.0,25.171999999999997
8835,4407,2018-09-24,2018-09-28,Standard Class,580,Home Office,Sandy Springs,Georgia,South,1742,Office Supplies,Art,14.28,4.0,0.0,3.7127999999999997
8836,4407,2018-09-24,2018-09-28,Standard Class,580,Home Office,Sandy Springs,Georgia,South,753,Office Supplies,Art,12.72,3.0,0.0,4.9608
8837,4407,2018-09-24,2018-09-28,Standard Class,580,Home Office,Sandy Springs,Georgia,South,365,Office Supplies,Labels,15.75,5.0,0.0,7.5600000000000005
8838,4408,2015-04-06,2015-04-10,Second Class,395,Corporate,Los Angeles,California,West,1559,Office Supplies,Art,70.94999999999999,3.0,0.0,18.447000000000003
8839,4408,2015-04-06,2015-04-10,Second Class,395,Corporate,Los Angeles,California,West,102,Office Supplies,Binders,65.568,2.0,0.2,23.768399999999996
8841,4409,2017-02-09,2017-02-13,Standard Class,335,Corporate,San Francisco,California,West,246,Technology,Accessories,89.97,3.0,0.0,39.58680000000001
8842,4409,2017-02-09,2017-02-13,Standard Class,335,Corporate,San Francisco,California,West,788,Technology,Accessories,31.86,2.0,0.0,11.151
8843,4410,2015-11-18,2015-11-20,Second Class,36,Corporate,Minneapolis,Minnesota,Central,1678,Office Supplies,Storage,67.15,5.0,0.0,16.7875
8844,4411,2018-12-18,2018-12-23,Standard Class,443,Consumer,Columbus,Ohio,East,1232,Office Supplies,Binders,7.236,3.0,0.7,-6.029999999999998
8845,4411,2018-12-18,2018-12-23,Standard Class,443,Consumer,Columbus,Ohio,East,131,Office Supplies,Fasteners,4.824,3.0,0.2,1.7487
8846,4411,2018-12-18,2018-12-23,Standard Class,443,Consumer,Columbus,Ohio,East,393,Office Supplies,Paper,91.36000000000001,5.0,0.2,29.691999999999993
8847,4411,2018-12-18,2018-12-23,Standard Class,443,Consumer,Columbus,Ohio,East,723,Office Supplies,Appliances,130.112,2.0,0.2,13.011199999999995
8848,4412,2016-07-02,2016-07-04,First Class,135,Corporate,Raleigh,North Carolina,South,918,Technology,Phones,74.24,1.0,0.2,8.351999999999993
8850,4412,2016-07-02,2016-07-04,First Class,135,Corporate,Raleigh,North Carolina,South,544,Office Supplies,Binders,2.892000000000001,2.0,0.7,-2.3136
8851,4412,2016-07-02,2016-07-04,First Class,135,Corporate,Raleigh,North Carolina,South,707,Office Supplies,Paper,9.392000000000001,2.0,0.2,3.2872
8852,4413,2015-10-08,2015-10-13,Second Class,35,Consumer,New York City,New York,East,1019,Office Supplies,Paper,123.92,4.0,0.0,55.763999999999996
8853,4414,2016-09-22,2016-09-25,First Class,383,Consumer,Philadelphia,Pennsylvania,East,1205,Office Supplies,Supplies,55.60000000000001,5.0,0.2,6.254999999999992
8855,4415,2018-12-24,2018-12-30,Standard Class,317,Corporate,Meridian,Idaho,West,213,Office Supplies,Binders,21.312000000000005,3.0,0.2,7.991999999999999
8856,4416,2018-10-13,2018-10-20,Standard Class,478,Corporate,Sacramento,California,West,343,Technology,Accessories,209.94,6.0,0.0,39.8886
8857,4416,2018-10-13,2018-10-20,Standard Class,478,Corporate,Sacramento,California,West,1431,Technology,Phones,31.983999999999998,2.0,0.2,-7.9959999999999996
8859,4417,2018-08-20,2018-08-26,Standard Class,499,Home Office,Charlotte,North Carolina,South,1517,Technology,Phones,35.96,1.0,0.2,3.5959999999999983
8860,4418,2016-09-11,2016-09-18,Standard Class,381,Home Office,Paterson,New Jersey,East,1655,Office Supplies,Labels,31.049999999999997,3.0,0.0,14.904
8861,4418,2016-09-11,2016-09-18,Standard Class,381,Home Office,Paterson,New Jersey,East,1348,Furniture,Furnishings,8.92,4.0,0.0,3.9248000000000003
8862,4418,2016-09-11,2016-09-18,Standard Class,381,Home Office,Paterson,New Jersey,East,270,Office Supplies,Binders,209.6,4.0,0.0,96.416
8863,4418,2016-09-11,2016-09-18,Standard Class,381,Home Office,Paterson,New Jersey,East,1109,Office Supplies,Appliances,111.04,4.0,0.0,29.980800000000002
8864,4418,2016-09-11,2016-09-18,Standard Class,381,Home Office,Paterson,New Jersey,East,1650,Office Supplies,Paper,38.88,6.0,0.0,18.6624
8865,4419,2016-12-20,2016-12-26,Standard Class,622,Consumer,Arlington,Virginia,South,1204,Office Supplies,Appliances,36.269999999999996,3.0,0.0,10.880999999999997
8867,4420,2015-09-20,2015-09-23,First Class,766,Consumer,Chicago,Illinois,Central,1091,Technology,Phones,11.120000000000001,2.0,0.2,3.4749999999999996
8869,4422,2018-12-01,2018-12-06,Standard Class,64,Corporate,Seattle,Washington,West,1406,Office Supplies,Binders,15.920000000000002,5.0,0.2,5.372999999999999
8873,4423,2015-10-10,2015-10-10,Same Day,579,Consumer,Columbus,Ohio,East,471,Office Supplies,Binders,18.264000000000003,2.0,0.7,-13.3936
8878,4426,2018-09-17,2018-09-23,Standard Class,47,Consumer,Morristown,New Jersey,East,75,Office Supplies,Storage,34.05,3.0,0.0,9.534000000000002
8880,4427,2016-03-23,2016-03-25,First Class,87,Corporate,Los Angeles,California,West,1105,Technology,Accessories,239.96999999999997,3.0,0.0,86.38919999999999
8881,4428,2017-06-30,2017-07-03,Second Class,571,Home Office,Aurora,Illinois,Central,1044,Technology,Accessories,50.120000000000005,7.0,0.2,-0.6265000000000072
8882,4429,2018-10-20,2018-10-25,Standard Class,501,Corporate,Durham,North Carolina,South,1557,Technology,Phones,15.984000000000002,2.0,0.2,1.3986
8883,4429,2018-10-20,2018-10-25,Standard Class,501,Corporate,Durham,North Carolina,South,457,Office Supplies,Paper,14.352000000000002,3.0,0.2,4.484999999999999
8884,4430,2015-08-25,2015-08-30,Standard Class,29,Corporate,Columbus,Ohio,East,304,Office Supplies,Binders,6.528000000000001,4.0,0.7,-4.569599999999999
8885,4430,2015-08-25,2015-08-30,Standard Class,29,Corporate,Columbus,Ohio,East,1310,Office Supplies,Binders,2.8620000000000005,3.0,0.7,-2.2896
8886,4430,2015-08-25,2015-08-30,Standard Class,29,Corporate,Columbus,Ohio,East,530,Office Supplies,Binders,20.856,8.0,0.7,-16.684799999999996
8887,4431,2015-07-27,2015-07-30,Second Class,121,Corporate,Los Angeles,California,West,942,Office Supplies,Storage,276.28,2.0,0.0,0.0
8891,4434,2017-09-16,2017-09-18,First Class,128,Home Office,Columbus,Georgia,South,64,Furniture,Chairs,121.78,2.0,0.0,30.444999999999993
8893,4436,2015-08-05,2015-08-12,Standard Class,47,Consumer,Texas City,Texas,Central,1110,Furniture,Tables,489.22999999999996,2.0,0.3,41.934
8894,4437,2017-08-15,2017-08-22,Standard Class,217,Consumer,Los Angeles,California,West,575,Furniture,Furnishings,312.03000000000003,3.0,0.0,43.68420000000002
8895,4437,2017-08-15,2017-08-22,Standard Class,217,Consumer,Los Angeles,California,West,1198,Office Supplies,Storage,17.94,3.0,0.0,3.0497999999999985
8896,4437,2017-08-15,2017-08-22,Standard Class,217,Consumer,Los Angeles,California,West,302,Technology,Phones,165.60000000000002,3.0,0.2,10.349999999999994
8897,4437,2017-08-15,2017-08-22,Standard Class,217,Consumer,Los Angeles,California,West,945,Office Supplies,Paper,37.52,4.0,0.0,18.009600000000002
8899,4438,2016-08-07,2016-08-09,Second Class,313,Corporate,Springfield,Virginia,South,1351,Office Supplies,Labels,25.06,2.0,0.0,11.778199999999998
8900,4439,2017-05-31,2017-06-04,Standard Class,443,Consumer,Decatur,Illinois,Central,1831,Furniture,Furnishings,32.064,3.0,0.6,-12.825599999999994
8901,4439,2017-05-31,2017-06-04,Standard Class,443,Consumer,Decatur,Illinois,Central,1828,Office Supplies,Paper,18.496000000000002,4.0,0.2,6.7048000000000005
8903,4439,2017-05-31,2017-06-04,Standard Class,443,Consumer,Decatur,Illinois,Central,747,Office Supplies,Paper,10.368000000000002,2.0,0.2,3.6288
8904,4440,2017-07-01,2017-07-01,Same Day,711,Home Office,New York City,New York,East,933,Office Supplies,Labels,30.53,1.0,0.0,14.043800000000001
8905,4440,2017-07-01,2017-07-01,Same Day,711,Home Office,New York City,New York,East,1386,Technology,Accessories,30.839999999999996,3.0,0.0,6.1679999999999975
8906,4440,2017-07-01,2017-07-01,Same Day,711,Home Office,New York City,New York,East,144,Office Supplies,Paper,75.06,9.0,0.0,33.776999999999994
8907,4441,2017-12-18,2017-12-20,First Class,672,Corporate,San Francisco,California,West,179,Technology,Phones,66.97600000000001,7.0,0.2,6.697600000000001
8908,4442,2016-01-26,2016-02-01,Standard Class,605,Corporate,Moreno Valley,California,West,1274,Office Supplies,Paper,182.72,8.0,0.0,84.0512
8909,4443,2018-10-28,2018-11-01,Standard Class,193,Consumer,Everett,Massachusetts,East,148,Office Supplies,Labels,21.93,3.0,0.0,10.307099999999998
8910,4444,2018-11-04,2018-11-08,Standard Class,244,Consumer,Chattanooga,Tennessee,South,434,Technology,Accessories,95.97600000000001,3.0,0.2,15.596099999999996
8912,4444,2018-11-04,2018-11-08,Standard Class,244,Consumer,Chattanooga,Tennessee,South,990,Office Supplies,Binders,3.564000000000001,2.0,0.7,-2.9700000000000006
8913,4444,2018-11-04,2018-11-08,Standard Class,244,Consumer,Chattanooga,Tennessee,South,1038,Office Supplies,Labels,4.928000000000001,2.0,0.2,1.7247999999999997
8917,4445,2017-05-09,2017-05-13,Standard Class,51,Corporate,Austin,Texas,Central,136,Office Supplies,Paper,76.64,2.0,0.2,26.823999999999995
8919,4446,2015-04-02,2015-04-08,Standard Class,706,Corporate,Virginia Beach,Virginia,South,1740,Furniture,Furnishings,177.68,2.0,0.0,46.196799999999996
8920,4447,2015-04-28,2015-05-03,Standard Class,103,Corporate,Jamestown,New York,East,1105,Technology,Accessories,159.98,2.0,0.0,57.5928
8921,4448,2017-10-04,2017-10-08,Standard Class,706,Corporate,Coral Gables,Florida,South,1513,Technology,Phones,52.67999999999999,3.0,0.2,19.755
8922,4448,2017-10-04,2017-10-08,Standard Class,706,Corporate,Coral Gables,Florida,South,763,Furniture,Furnishings,11.568000000000001,3.0,0.2,2.602800000000001
8923,4449,2018-06-11,2018-06-17,Standard Class,233,Consumer,Hickory,North Carolina,South,31,Office Supplies,Binders,4.572000000000001,4.0,0.7,-3.8100000000000005
8927,4451,2016-09-27,2016-09-29,Second Class,164,Corporate,Seattle,Washington,West,1167,Office Supplies,Art,99.2,5.0,0.0,25.792
8930,4452,2016-04-13,2016-04-17,Standard Class,224,Consumer,Huntsville,Texas,Central,835,Technology,Phones,239.976,3.0,0.2,17.998199999999997
8931,4453,2018-12-18,2018-12-24,Standard Class,785,Corporate,Milwaukee,Wisconsin,Central,1801,Furniture,Furnishings,99.94999999999999,5.0,0.0,22.9885
8932,4453,2018-12-18,2018-12-24,Standard Class,785,Corporate,Milwaukee,Wisconsin,Central,1599,Technology,Accessories,29.339999999999996,3.0,0.0,10.855799999999999
8933,4454,2017-03-14,2017-03-19,Standard Class,259,Corporate,Green Bay,Wisconsin,Central,904,Furniture,Furnishings,16.74,2.0,0.0,4.352399999999999
8934,4455,2018-08-27,2018-08-27,Same Day,130,Corporate,Philadelphia,Pennsylvania,East,1157,Office Supplies,Paper,12.672,3.0,0.2,3.96
8936,4456,2016-12-17,2016-12-19,Second Class,38,Consumer,Los Angeles,California,West,894,Office Supplies,Art,204.85,5.0,0.0,53.261
8937,4456,2016-12-17,2016-12-19,Second Class,38,Consumer,Los Angeles,California,West,1495,Technology,Phones,135.984,2.0,0.2,16.997999999999983
8938,4456,2016-12-17,2016-12-19,Second Class,38,Consumer,Los Angeles,California,West,169,Office Supplies,Art,16.4,5.0,0.0,7.0520000000000005
8939,4456,2016-12-17,2016-12-19,Second Class,38,Consumer,Los Angeles,California,West,920,Office Supplies,Binders,92.96000000000001,2.0,0.2,31.373999999999995
8940,4457,2015-08-22,2015-08-24,Second Class,187,Consumer,North Miami,Florida,South,1847,Office Supplies,Supplies,7.6320000000000014,3.0,0.2,-1.8126000000000002
8941,4458,2017-11-03,2017-11-05,First Class,508,Consumer,Portland,Oregon,West,922,Office Supplies,Binders,4.158,7.0,0.7,-3.465
8944,4460,2015-12-07,2015-12-08,First Class,382,Home Office,San Francisco,California,West,1397,Office Supplies,Paper,164.88,3.0,0.0,80.7912
8945,4461,2015-11-15,2015-11-17,Second Class,609,Corporate,San Francisco,California,West,503,Office Supplies,Supplies,10.95,3.0,0.0,3.2849999999999993
8946,4462,2018-12-24,2018-12-28,Standard Class,714,Corporate,New Bedford,Massachusetts,East,1193,Office Supplies,Paper,19.44,3.0,0.0,9.3312
8947,4462,2018-12-24,2018-12-28,Standard Class,714,Corporate,New Bedford,Massachusetts,East,1699,Office Supplies,Binders,12.3,5.0,0.0,6.15
8948,4463,2015-12-24,2015-12-26,First Class,548,Consumer,San Diego,California,West,1803,Office Supplies,Appliances,13.97,1.0,0.0,3.632200000000001
8950,4464,2018-12-22,2018-12-28,Standard Class,691,Consumer,Jackson,Tennessee,South,825,Technology,Accessories,46.864000000000004,2.0,0.2,7.615399999999994
